team,game,season,starting_minute,end_minute,0,1,2,3,4
PHO,201601190PHO,2016,13,14,Alex Len,Archie Goodwin,Brandon Knight,Mirza Teletovic,T.J. Warren
PHO,201601190PHO,2016,15,15,Archie Goodwin,Brandon Knight,Mirza Teletovic,T.J. Warren,Tyson Chandler
PHO,201601190PHO,2016,16,29,Brandon Knight,Devin Booker,Mirza Teletovic,P.J. Tucker,Tyson Chandler
PHO,201601190PHO,2016,30,31,Alex Len,Brandon Knight,Devin Booker,P.J. Tucker,Sonny Weems
PHO,201601190PHO,2016,32,34,Alex Len,Archie Goodwin,Devin Booker,P.J. Tucker,Sonny Weems
PHO,201601190PHO,2016,35,39,Alex Len,Archie Goodwin,Brandon Knight,P.J. Tucker,Sonny Weems
PHO,201601190PHO,2016,40,44,Archie Goodwin,Brandon Knight,Devin Booker,P.J. Tucker,Tyson Chandler
PHO,201601190PHO,2016,45,47,Alex Len,Archie Goodwin,Brandon Knight,Devin Booker,P.J. Tucker
IND,201601300IND,2016,0,9,George Hill,Jordan Hill,Monta Ellis,Myles Turner,Paul George
IND,201601300IND,2016,10,10,George Hill,Jordan Hill,Lavoy Allen,Monta Ellis,Paul George
IND,201601300IND,2016,11,12,C.J. Miles,Joe Young,Jordan Hill,Lavoy Allen,Monta Ellis
IND,201601300IND,2016,13,14,C.J. Miles,Glenn Robinson,Joe Young,Lavoy Allen,Solomon Hill
IND,201601300IND,2016,15,17,C.J. Miles,Glenn Robinson,Joe Young,Myles Turner,Solomon Hill
IND,201601300IND,2016,18,18,C.J. Miles,George Hill,Glenn Robinson,Myles Turner,Solomon Hill
IND,201601300IND,2016,19,19,George Hill,Glenn Robinson,Myles Turner,Paul George,Solomon Hill
IND,201601300IND,2016,20,31,George Hill,Jordan Hill,Monta Ellis,Myles Turner,Paul George
IND,201601300IND,2016,32,34,George Hill,Lavoy Allen,Monta Ellis,Myles Turner,Paul George
IND,201601300IND,2016,35,35,George Hill,Lavoy Allen,Monta Ellis,Paul George,Solomon Hill
IND,201601300IND,2016,36,36,C.J. Miles,Joe Young,Lavoy Allen,Monta Ellis,Solomon Hill
IND,201601300IND,2016,37,38,C.J. Miles,George Hill,Joe Young,Lavoy Allen,Solomon Hill
IND,201601300IND,2016,39,40,C.J. Miles,George Hill,Joe Young,Jordan Hill,Lavoy Allen
IND,201601300IND,2016,41,42,George Hill,Jordan Hill,Lavoy Allen,Monta Ellis,Paul George
IND,201601300IND,2016,43,47,George Hill,Jordan Hill,Monta Ellis,Myles Turner,Paul George
DEN,201601300IND,2016,0,8,Danilo Gallinari,Emmanuel Mudiay,Gary Harris,Kenneth Faried,Nikola Jokic
DEN,201601300IND,2016,9,12,Danilo Gallinari,Darrell Arthur,Jameer Nelson,Jusuf Nurkic,Will Barton
DEN,201601300IND,2016,13,16,Darrell Arthur,Jameer Nelson,Jusuf Nurkic,Randy Foye,Will Barton
DEN,201601300IND,2016,17,18,Darrell Arthur,Jameer Nelson,Nikola Jokic,Randy Foye,Will Barton
DEN,201601300IND,2016,19,22,Danilo Gallinari,Emmanuel Mudiay,Gary Harris,Kenneth Faried,Nikola Jokic
DEN,201601300IND,2016,23,24,Danilo Gallinari,Emmanuel Mudiay,Gary Harris,Jusuf Nurkic,Kenneth Faried
DEN,201601300IND,2016,25,34,Danilo Gallinari,Emmanuel Mudiay,Gary Harris,Kenneth Faried,Nikola Jokic
DEN,201601300IND,2016,35,37,Danilo Gallinari,Darrell Arthur,Jameer Nelson,Nikola Jokic,Will Barton
DEN,201601300IND,2016,38,42,Darrell Arthur,Jameer Nelson,Jusuf Nurkic,Randy Foye,Will Barton
DEN,201601300IND,2016,43,43,Danilo Gallinari,Darrell Arthur,Emmanuel Mudiay,Gary Harris,Jusuf Nurkic
DEN,201601300IND,2016,44,47,Danilo Gallinari,Emmanuel Mudiay,Gary Harris,Kenneth Faried,Nikola Jokic
IND,201602030BRK,2016,0,9,George Hill,Jordan Hill,Monta Ellis,Myles Turner,Paul George
IND,201602030BRK,2016,10,11,Joe Young,Lavoy Allen,Monta Ellis,Myles Turner,Paul George
IND,201602030BRK,2016,12,12,C.J. Miles,Joe Young,Lavoy Allen,Monta Ellis,Myles Turner
IND,201602030BRK,2016,13,18,C.J. Miles,Glenn Robinson,Joe Young,Lavoy Allen,Solomon Hill
IND,201602030BRK,2016,19,19,C.J. Miles,George Hill,Glenn Robinson,Jordan Hill,Solomon Hill
IND,201602030BRK,2016,20,20,C.J. Miles,George Hill,Jordan Hill,Paul George,Solomon Hill
IND,201602030BRK,2016,21,22,C.J. Miles,Jordan Hill,Monta Ellis,Myles Turner,Paul George
IND,201602030BRK,2016,23,24,C.J. Miles,Monta Ellis,Myles Turner,Paul George,Solomon Hill
IND,201602030BRK,2016,25,30,George Hill,Jordan Hill,Monta Ellis,Myles Turner,Paul George
IND,201602030BRK,2016,31,32,George Hill,Lavoy Allen,Monta Ellis,Myles Turner,Paul George
IND,201602030BRK,2016,33,36,C.J. Miles,Joe Young,Lavoy Allen,Paul George,Solomon Hill
IND,201602030BRK,2016,37,40,C.J. Miles,Glenn Robinson,Joe Young,Lavoy Allen,Solomon Hill
IND,201602030BRK,2016,41,41,C.J. Miles,George Hill,Glenn Robinson,Lavoy Allen,Solomon Hill
IND,201602030BRK,2016,42,43,George Hill,Lavoy Allen,Monta Ellis,Paul George,Solomon Hill
IND,201602030BRK,2016,44,46,George Hill,Lavoy Allen,Monta Ellis,Myles Turner,Paul George
IND,201602030BRK,2016,47,47,Glenn Robinson,Joe Young,Myles Turner,Shayne Whittington,Solomon Hill
BRK,201602030BRK,2016,0,9,Brook Lopez,Donald Sloan,Joe Johnson,Thaddeus Young,Wayne Ellington
BRK,201602030BRK,2016,10,11,Andrea Bargnani,Bojan Bogdanovic,Brook Lopez,Shane Larkin,Wayne Ellington
BRK,201602030BRK,2016,12,12,Andrea Bargnani,Bojan Bogdanovic,Brook Lopez,Markel Brown,Shane Larkin
BRK,201602030BRK,2016,13,15,Andrea Bargnani,Bojan Bogdanovic,Markel Brown,Shane Larkin,Thomas Robinson
BRK,201602030BRK,2016,16,16,Brook Lopez,Joe Johnson,Markel Brown,Shane Larkin,Thaddeus Young
BRK,201602030BRK,2016,17,17,Brook Lopez,Joe Johnson,Shane Larkin,Thaddeus Young,Wayne Ellington
BRK,201602030BRK,2016,18,28,Brook Lopez,Donald Sloan,Joe Johnson,Thaddeus Young,Wayne Ellington
BRK,201602030BRK,2016,29,35,Bojan Bogdanovic,Brook Lopez,Donald Sloan,Joe Johnson,Thaddeus Young
BRK,201602030BRK,2016,36,38,Bojan Bogdanovic,Shane Larkin,Thaddeus Young,Thomas Robinson,Wayne Ellington
BRK,201602030BRK,2016,39,41,Andrea Bargnani,Bojan Bogdanovic,Shane Larkin,Thomas Robinson,Wayne Ellington
BRK,201602030BRK,2016,42,43,Andrea Bargnani,Brook Lopez,Joe Johnson,Shane Larkin,Wayne Ellington
BRK,201602030BRK,2016,44,46,Brook Lopez,Donald Sloan,Joe Johnson,Thaddeus Young,Wayne Ellington
BRK,201602030BRK,2016,47,47,Bojan Bogdanovic,Markel Brown,Sergey Karasev,Shane Larkin,Thomas Robinson
IND,201602060IND,2016,0,6,George Hill,Ian Mahinmi,Monta Ellis,Myles Turner,Paul George
IND,201602060IND,2016,7,10,George Hill,Jordan Hill,Monta Ellis,Myles Turner,Paul George
IND,201602060IND,2016,11,12,C.J. Miles,Joe Young,Jordan Hill,Myles Turner,Paul George
IND,201602060IND,2016,13,17,C.J. Miles,Glenn Robinson,Joe Young,Jordan Hill,Lavoy Allen
IND,201602060IND,2016,18,18,Glenn Robinson,Joe Young,Jordan Hill,Lavoy Allen,Paul George
IND,201602060IND,2016,19,19,Glenn Robinson,Ian Mahinmi,Joe Young,Lavoy Allen,Paul George
IND,201602060IND,2016,20,20,Glenn Robinson,Ian Mahinmi,Monta Ellis,Myles Turner,Paul George
IND,201602060IND,2016,21,22,George Hill,Ian Mahinmi,Monta Ellis,Myles Turner,Paul George
IND,201602060IND,2016,23,25,George Hill,Jordan Hill,Monta Ellis,Myles Turner,Solomon Hill
IND,201602060IND,2016,26,30,George Hill,Ian Mahinmi,Monta Ellis,Myles Turner,Paul George
IND,201602060IND,2016,31,32,C.J. Miles,George Hill,Ian Mahinmi,Monta Ellis,Myles Turner
IND,201602060IND,2016,33,33,C.J. Miles,Joe Young,Jordan Hill,Monta Ellis,Myles Turner
IND,201602060IND,2016,34,36,C.J. Miles,Joe Young,Jordan Hill,Lavoy Allen,Monta Ellis
IND,201602060IND,2016,37,41,C.J. Miles,George Hill,Jordan Hill,Lavoy Allen,Solomon Hill
IND,201602060IND,2016,42,42,C.J. Miles,Jordan Hill,Monta Ellis,Myles Turner,Paul George
IND,201602060IND,2016,43,43,C.J. Miles,Ian Mahinmi,Monta Ellis,Myles Turner,Paul George
IND,201602060IND,2016,44,44,George Hill,Ian Mahinmi,Monta Ellis,Myles Turner,Paul George
IND,201602060IND,2016,45,47,George Hill,Jordan Hill,Monta Ellis,Myles Turner,Paul George
DET,201602060IND,2016,0,8,Andre Drummond,Ersan Ilyasova,Marcus Morris,Reggie Jackson,Stanley Johnson
DET,201602060IND,2016,9,10,Anthony Tolliver,Aron Baynes,Darrun Hilliard,Marcus Morris,Reggie Jackson
DET,201602060IND,2016,11,12,Anthony Tolliver,Aron Baynes,Brandon Jennings,Darrun Hilliard,Marcus Morris
DET,201602060IND,2016,13,15,Anthony Tolliver,Aron Baynes,Brandon Jennings,Darrun Hilliard,Stanley Johnson
DET,201602060IND,2016,16,18,Andre Drummond,Anthony Tolliver,Brandon Jennings,Darrun Hilliard,Stanley Johnson
DET,201602060IND,2016,19,22,Andre Drummond,Ersan Ilyasova,Marcus Morris,Reggie Jackson,Stanley Johnson
DET,201602060IND,2016,23,24,Aron Baynes,Ersan Ilyasova,Marcus Morris,Reggie Bullock,Reggie Jackson
DET,201602060IND,2016,25,28,Andre Drummond,Ersan Ilyasova,Marcus Morris,Reggie Jackson,Stanley Johnson
DET,201602060IND,2016,29,29,Andre Drummond,Darrun Hilliard,Ersan Ilyasova,Reggie Jackson,Stanley Johnson
DET,201602060IND,2016,30,34,Andre Drummond,Anthony Tolliver,Darrun Hilliard,Reggie Jackson,Stanley Johnson
DET,201602060IND,2016,35,36,Andre Drummond,Anthony Tolliver,Brandon Jennings,Darrun Hilliard,Stanley Johnson
DET,201602060IND,2016,37,39,Andre Drummond,Anthony Tolliver,Brandon Jennings,Darrun Hilliard,Marcus Morris
DET,201602060IND,2016,40,41,Andre Drummond,Anthony Tolliver,Brandon Jennings,Marcus Morris,Stanley Johnson
DET,201602060IND,2016,42,43,Andre Drummond,Anthony Tolliver,Marcus Morris,Reggie Bullock,Reggie Jackson
DET,201602060IND,2016,44,46,Andre Drummond,Anthony Tolliver,Marcus Morris,Reggie Jackson,Stanley Johnson
DET,201602060IND,2016,47,47,Anthony Tolliver,Aron Baynes,Marcus Morris,Reggie Jackson,Stanley Johnson
IND,201602080IND,2016,0,9,George Hill,Jordan Hill,Monta Ellis,Myles Turner,Paul George
IND,201602080IND,2016,10,10,Joe Young,Jordan Hill,Lavoy Allen,Monta Ellis,Paul George
IND,201602080IND,2016,11,12,C.J. Miles,Joe Young,Jordan Hill,Lavoy Allen,Monta Ellis
IND,201602080IND,2016,13,16,C.J. Miles,Glenn Robinson,Ian Mahinmi,Joe Young,Lavoy Allen
IND,201602080IND,2016,17,17,C.J. Miles,George Hill,Glenn Robinson,Ian Mahinmi,Lavoy Allen
IND,201602080IND,2016,18,19,George Hill,Glenn Robinson,Ian Mahinmi,Myles Turner,Paul George
IND,201602080IND,2016,20,23,George Hill,Ian Mahinmi,Monta Ellis,Myles Turner,Paul George
IND,201602080IND,2016,24,24,George Hill,Ian Mahinmi,Lavoy Allen,Monta Ellis,Paul George
IND,201602080IND,2016,25,32,George Hill,Ian Mahinmi,Monta Ellis,Myles Turner,Paul George
IND,201602080IND,2016,33,33,George Hill,Jordan Hill,Monta Ellis,Myles Turner,Paul George
IND,201602080IND,2016,34,34,C.J. Miles,George Hill,Jordan Hill,Lavoy Allen,Monta Ellis
IND,201602080IND,2016,35,36,C.J. Miles,George Hill,Glenn Robinson,Jordan Hill,Lavoy Allen
IND,201602080IND,2016,37,39,C.J. Miles,Glenn Robinson,Joe Young,Jordan Hill,Lavoy Allen
IND,201602080IND,2016,40,41,C.J. Miles,Joe Young,Jordan Hill,Lavoy Allen,Paul George
IND,201602080IND,2016,42,42,C.J. Miles,Joe Young,Jordan Hill,Myles Turner,Paul George
IND,201602080IND,2016,43,47,George Hill,Ian Mahinmi,Monta Ellis,Myles Turner,Paul George
LAL,201602080IND,2016,0,6,Jordan Clarkson,Julius Randle,Kobe Bryant,Lou Williams,Robert Sacre
LAL,201602080IND,2016,7,8,Brandon Bass,D'Angelo Russell,Jordan Clarkson,Julius Randle,Kobe Bryant
LAL,201602080IND,2016,9,12,Anthony Brown,Brandon Bass,D'Angelo Russell,Nick Young,Tarik Black
LAL,201602080IND,2016,13,15,Brandon Bass,D'Angelo Russell,Lou Williams,Nick Young,Tarik Black
LAL,201602080IND,2016,16,20,Brandon Bass,D'Angelo Russell,Julius Randle,Kobe Bryant,Lou Williams
LAL,201602080IND,2016,21,21,Brandon Bass,Jordan Clarkson,Julius Randle,Kobe Bryant,Lou Williams
LAL,201602080IND,2016,22,24,Brandon Bass,D'Angelo Russell,Julius Randle,Kobe Bryant,Lou Williams
LAL,201602080IND,2016,25,32,Jordan Clarkson,Julius Randle,Kobe Bryant,Lou Williams,Robert Sacre
LAL,201602080IND,2016,33,36,Brandon Bass,D'Angelo Russell,Jordan Clarkson,Julius Randle,Kobe Bryant
LAL,201602080IND,2016,37,42,Brandon Bass,D'Angelo Russell,Jordan Clarkson,Nick Young,Tarik Black
LAL,201602080IND,2016,43,43,Brandon Bass,D'Angelo Russell,Jordan Clarkson,Julius Randle,Nick Young
LAL,201602080IND,2016,44,47,Brandon Bass,D'Angelo Russell,Jordan Clarkson,Julius Randle,Kobe Bryant
IND,201602210ORL,2016,0,8,George Hill,Ian Mahinmi,Monta Ellis,Myles Turner,Paul George
IND,201602210ORL,2016,9,10,C.J. Miles,George Hill,Ian Mahinmi,Lavoy Allen,Paul George
IND,201602210ORL,2016,11,15,C.J. Miles,Joe Young,Jordan Hill,Lavoy Allen,Solomon Hill
IND,201602210ORL,2016,16,18,C.J. Miles,Jordan Hill,Lavoy Allen,Monta Ellis,Solomon Hill
IND,201602210ORL,2016,19,19,Jordan Hill,Monta Ellis,Myles Turner,Paul George,Solomon Hill
IND,201602210ORL,2016,20,23,George Hill,Ian Mahinmi,Monta Ellis,Myles Turner,Paul George
IND,201602210ORL,2016,24,24,C.J. Miles,George Hill,Ian Mahinmi,Monta Ellis,Myles Turner
IND,201602210ORL,2016,25,34,George Hill,Ian Mahinmi,Monta Ellis,Myles Turner,Paul George
IND,201602210ORL,2016,35,37,C.J. Miles,George Hill,Jordan Hill,Lavoy Allen,Solomon Hill
IND,201602210ORL,2016,38,39,Joe Young,Jordan Hill,Lavoy Allen,Monta Ellis,Solomon Hill
IND,201602210ORL,2016,40,41,Jordan Hill,Lavoy Allen,Monta Ellis,Paul George,Solomon Hill
IND,201602210ORL,2016,42,42,George Hill,Jordan Hill,Monta Ellis,Myles Turner,Paul George
IND,201602210ORL,2016,43,47,George Hill,Ian Mahinmi,Monta Ellis,Myles Turner,Paul George
ORL,201602210ORL,2016,0,4,Aaron Gordon,Elfrid Payton,Evan Fournier,Nikola Vucevic,Victor Oladipo
ORL,201602210ORL,2016,5,7,Aaron Gordon,Elfrid Payton,Evan Fournier,Jason Smith,Victor Oladipo
ORL,201602210ORL,2016,8,8,Brandon Jennings,Ersan Ilyasova,Evan Fournier,Jason Smith,Victor Oladipo
ORL,201602210ORL,2016,9,10,Brandon Jennings,Ersan Ilyasova,Evan Fournier,Jason Smith,Mario Hezonja
ORL,201602210ORL,2016,11,15,Brandon Jennings,Ersan Ilyasova,Mario Hezonja,Nikola Vucevic,Victor Oladipo
ORL,201602210ORL,2016,16,17,Elfrid Payton,Ersan Ilyasova,Mario Hezonja,Nikola Vucevic,Victor Oladipo
ORL,201602210ORL,2016,18,22,Aaron Gordon,Elfrid Payton,Evan Fournier,Nikola Vucevic,Victor Oladipo
ORL,201602210ORL,2016,23,24,Aaron Gordon,C.J. Watson,Elfrid Payton,Nikola Vucevic,Victor Oladipo
ORL,201602210ORL,2016,25,29,Aaron Gordon,Elfrid Payton,Evan Fournier,Nikola Vucevic,Victor Oladipo
ORL,201602210ORL,2016,30,32,Aaron Gordon,Brandon Jennings,Evan Fournier,Jason Smith,Victor Oladipo
ORL,201602210ORL,2016,33,34,Aaron Gordon,Brandon Jennings,C.J. Watson,Jason Smith,Victor Oladipo
ORL,201602210ORL,2016,35,36,Brandon Jennings,C.J. Watson,Ersan Ilyasova,Jason Smith,Victor Oladipo
ORL,201602210ORL,2016,37,41,Brandon Jennings,C.J. Watson,Ersan Ilyasova,Evan Fournier,Nikola Vucevic
ORL,201602210ORL,2016,42,42,Brandon Jennings,Ersan Ilyasova,Evan Fournier,Nikola Vucevic,Victor Oladipo
ORL,201602210ORL,2016,43,46,Aaron Gordon,Brandon Jennings,Evan Fournier,Nikola Vucevic,Victor Oladipo
IND,201602220MIA,2016,0,7,George Hill,Ian Mahinmi,Monta Ellis,Myles Turner,Paul George
IND,201602220MIA,2016,8,9,George Hill,Jordan Hill,Monta Ellis,Myles Turner,Paul George
IND,201602220MIA,2016,10,12,Joe Young,Jordan Hill,Lavoy Allen,Paul George,Solomon Hill
IND,201602220MIA,2016,13,17,Chase Budinger,Joe Young,Jordan Hill,Lavoy Allen,Solomon Hill
IND,201602220MIA,2016,18,18,Chase Budinger,George Hill,Ian Mahinmi,Lavoy Allen,Monta Ellis
IND,201602220MIA,2016,19,21,George Hill,Ian Mahinmi,Monta Ellis,Myles Turner,Paul George
IND,201602220MIA,2016,22,23,George Hill,Jordan Hill,Monta Ellis,Myles Turner,Paul George
IND,201602220MIA,2016,24,24,George Hill,Jordan Hill,Lavoy Allen,Monta Ellis,Paul George
IND,201602220MIA,2016,25,29,George Hill,Ian Mahinmi,Monta Ellis,Myles Turner,Paul George
IND,201602220MIA,2016,30,32,George Hill,Ian Mahinmi,Lavoy Allen,Monta Ellis,Paul George
IND,201602220MIA,2016,33,36,Joe Young,Jordan Hill,Lavoy Allen,Paul George,Solomon Hill
IND,201602220MIA,2016,37,40,Joe Young,Jordan Hill,Lavoy Allen,Monta Ellis,Solomon Hill
IND,201602220MIA,2016,41,41,George Hill,Jordan Hill,Lavoy Allen,Monta Ellis,Paul George
IND,201602220MIA,2016,42,47,George Hill,Ian Mahinmi,Monta Ellis,Myles Turner,Paul George
MIA,201602220MIA,2016,0,6,Amar'e Stoudemire,Dwyane Wade,Gerald Green,Goran Dragic,Luol Deng
MIA,201602220MIA,2016,7,8,Dwyane Wade,Goran Dragic,Hassan Whiteside,Justise Winslow,Luol Deng
MIA,201602220MIA,2016,9,12,Beno Udrih,Gerald Green,Hassan Whiteside,Josh McRoberts,Justise Winslow
MIA,201602220MIA,2016,13,15,Gerald Green,Goran Dragic,Hassan Whiteside,Josh McRoberts,Justise Winslow
MIA,201602220MIA,2016,16,18,Goran Dragic,Hassan Whiteside,Josh McRoberts,Josh Richardson,Justise Winslow
MIA,201602220MIA,2016,19,21,Beno Udrih,Dwyane Wade,Hassan Whiteside,Justise Winslow,Luol Deng
MIA,201602220MIA,2016,22,23,Dwyane Wade,Goran Dragic,Hassan Whiteside,Justise Winslow,Luol Deng
MIA,201602220MIA,2016,24,24,Dwyane Wade,Goran Dragic,Hassan Whiteside,Josh McRoberts,Justise Winslow
MIA,201602220MIA,2016,25,29,Amar'e Stoudemire,Dwyane Wade,Goran Dragic,Justise Winslow,Luol Deng
MIA,201602220MIA,2016,30,30,Amar'e Stoudemire,Goran Dragic,Josh McRoberts,Justise Winslow,Luol Deng
MIA,201602220MIA,2016,31,34,Goran Dragic,Hassan Whiteside,Josh McRoberts,Justise Winslow,Luol Deng
MIA,201602220MIA,2016,35,35,Dwyane Wade,Hassan Whiteside,Josh McRoberts,Josh Richardson,Luol Deng
MIA,201602220MIA,2016,36,36,Dwyane Wade,Gerald Green,Goran Dragic,Hassan Whiteside,Josh McRoberts
MIA,201602220MIA,2016,37,40,Dwyane Wade,Gerald Green,Hassan Whiteside,Josh McRoberts,Josh Richardson
MIA,201602220MIA,2016,41,41,Dwyane Wade,Gerald Green,Goran Dragic,Hassan Whiteside,Josh McRoberts
MIA,201602220MIA,2016,42,47,Dwyane Wade,Goran Dragic,Hassan Whiteside,Justise Winslow,Luol Deng
IND,201602240IND,2016,0,9,George Hill,Ian Mahinmi,Monta Ellis,Myles Turner,Paul George
IND,201602240IND,2016,10,10,Ian Mahinmi,Joe Young,Lavoy Allen,Monta Ellis,Paul George
IND,201602240IND,2016,11,12,Joe Young,Jordan Hill,Lavoy Allen,Paul George,Solomon Hill
IND,201602240IND,2016,13,17,Chase Budinger,Joe Young,Jordan Hill,Lavoy Allen,Solomon Hill
IND,201602240IND,2016,18,20,Chase Budinger,Joe Young,Jordan Hill,Lavoy Allen,Monta Ellis
IND,201602240IND,2016,21,21,George Hill,Jordan Hill,Monta Ellis,Myles Turner,Paul George
IND,201602240IND,2016,22,32,George Hill,Ian Mahinmi,Monta Ellis,Myles Turner,Paul George
IND,201602240IND,2016,33,35,George Hill,Ian Mahinmi,Lavoy Allen,Monta Ellis,Paul George
IND,201602240IND,2016,36,36,Joe Young,Jordan Hill,Lavoy Allen,Paul George,Solomon Hill
IND,201602240IND,2016,37,39,Chase Budinger,Joe Young,Jordan Hill,Lavoy Allen,Solomon Hill
IND,201602240IND,2016,40,40,Chase Budinger,Jordan Hill,Lavoy Allen,Monta Ellis,Solomon Hill
IND,201602240IND,2016,41,41,Jordan Hill,Monta Ellis,Myles Turner,Paul George,Solomon Hill
IND,201602240IND,2016,42,47,George Hill,Ian Mahinmi,Monta Ellis,Myles Turner,Paul George
NYK,201602240IND,2016,0,7,Arron Afflalo,Carmelo Anthony,Jose Calderon,Kristaps Porzingis,Robin Lopez
NYK,201602240IND,2016,8,8,Arron Afflalo,Carmelo Anthony,Kristaps Porzingis,Langston Galloway,Robin Lopez
NYK,201602240IND,2016,9,9,Arron Afflalo,Carmelo Anthony,Lance Thomas,Langston Galloway,Robin Lopez
NYK,201602240IND,2016,10,12,Carmelo Anthony,Kyle O'Quinn,Lance Thomas,Langston Galloway,Sasha Vujacic
NYK,201602240IND,2016,13,15,Kristaps Porzingis,Kyle O'Quinn,Lance Thomas,Langston Galloway,Sasha Vujacic
NYK,201602240IND,2016,16,17,Arron Afflalo,Kristaps Porzingis,Kyle O'Quinn,Lance Thomas,Langston Galloway
NYK,201602240IND,2016,18,19,Arron Afflalo,Carmelo Anthony,Jose Calderon,Kristaps Porzingis,Robin Lopez
NYK,201602240IND,2016,20,24,Arron Afflalo,Carmelo Anthony,Jose Calderon,Lance Thomas,Robin Lopez
NYK,201602240IND,2016,25,27,Arron Afflalo,Carmelo Anthony,Jose Calderon,Kristaps Porzingis,Robin Lopez
NYK,201602240IND,2016,28,29,Arron Afflalo,Carmelo Anthony,Jose Calderon,Lance Thomas,Robin Lopez
NYK,201602240IND,2016,30,30,Carmelo Anthony,Jose Calderon,Lance Thomas,Langston Galloway,Robin Lopez
NYK,201602240IND,2016,31,31,Jose Calderon,Kyle O'Quinn,Lance Thomas,Langston Galloway,Robin Lopez
NYK,201602240IND,2016,32,36,Jose Calderon,Kristaps Porzingis,Kyle O'Quinn,Lance Thomas,Langston Galloway
NYK,201602240IND,2016,37,38,Kristaps Porzingis,Kyle O'Quinn,Lance Thomas,Langston Galloway,Sasha Vujacic
NYK,201602240IND,2016,39,39,Carmelo Anthony,Kristaps Porzingis,Lance Thomas,Langston Galloway,Sasha Vujacic
NYK,201602240IND,2016,40,41,Carmelo Anthony,Kristaps Porzingis,Langston Galloway,Robin Lopez,Sasha Vujacic
NYK,201602240IND,2016,42,42,Carmelo Anthony,Jose Calderon,Kristaps Porzingis,Langston Galloway,Robin Lopez
NYK,201602240IND,2016,43,47,Carmelo Anthony,Jose Calderon,Kristaps Porzingis,Lance Thomas,Langston Galloway
IND,201603020MIL,2016,0,5,George Hill,Ian Mahinmi,Monta Ellis,Myles Turner,Paul George
IND,201603020MIL,2016,6,9,George Hill,Jordan Hill,Monta Ellis,Myles Turner,Paul George
IND,201603020MIL,2016,10,11,Jordan Hill,Monta Ellis,Myles Turner,Paul George,Rodney Stuckey
IND,201603020MIL,2016,12,12,Jordan Hill,Lavoy Allen,Monta Ellis,Paul George,Rodney Stuckey
IND,201603020MIL,2016,13,17,Chase Budinger,George Hill,Jordan Hill,Lavoy Allen,Rodney Stuckey
IND,201603020MIL,2016,18,18,Chase Budinger,George Hill,Jordan Hill,Lavoy Allen,Solomon Hill
IND,201603020MIL,2016,19,19,Chase Budinger,Jordan Hill,Lavoy Allen,Monta Ellis,Solomon Hill
IND,201603020MIL,2016,20,21,Chase Budinger,Ian Mahinmi,Lavoy Allen,Monta Ellis,Solomon Hill
IND,201603020MIL,2016,22,23,Ian Mahinmi,Monta Ellis,Myles Turner,Paul George,Solomon Hill
IND,201603020MIL,2016,24,32,George Hill,Ian Mahinmi,Monta Ellis,Myles Turner,Paul George
IND,201603020MIL,2016,33,35,Jordan Hill,Monta Ellis,Myles Turner,Paul George,Rodney Stuckey
IND,201603020MIL,2016,36,36,Jordan Hill,Lavoy Allen,Monta Ellis,Paul George,Rodney Stuckey
IND,201603020MIL,2016,37,39,Chase Budinger,George Hill,Jordan Hill,Lavoy Allen,Rodney Stuckey
IND,201603020MIL,2016,40,41,Chase Budinger,George Hill,Ian Mahinmi,Lavoy Allen,Rodney Stuckey
IND,201603020MIL,2016,42,42,George Hill,Ian Mahinmi,Myles Turner,Paul George,Rodney Stuckey
IND,201603020MIL,2016,43,43,Ian Mahinmi,Monta Ellis,Myles Turner,Paul George,Rodney Stuckey
IND,201603020MIL,2016,44,45,George Hill,Ian Mahinmi,Monta Ellis,Myles Turner,Paul George
IND,201603020MIL,2016,46,47,George Hill,Jordan Hill,Monta Ellis,Myles Turner,Paul George
MIL,201603020MIL,2016,0,6,Giannis Antetokounmpo,Jabari Parker,Khris Middleton,Miles Plumlee,O.J. Mayo
MIL,201603020MIL,2016,7,7,Giannis Antetokounmpo,Greg Monroe,Jabari Parker,Jerryd Bayless,Khris Middleton
MIL,201603020MIL,2016,8,12,Greg Monroe,Jabari Parker,Jerryd Bayless,Khris Middleton,O.J. Mayo
MIL,201603020MIL,2016,13,14,Giannis Antetokounmpo,Greg Monroe,Jerryd Bayless,O.J. Mayo,Rashad Vaughn
MIL,201603020MIL,2016,15,18,Giannis Antetokounmpo,Jerryd Bayless,Miles Plumlee,O.J. Mayo,Rashad Vaughn
MIL,201603020MIL,2016,19,24,Giannis Antetokounmpo,Greg Monroe,Jabari Parker,Jerryd Bayless,Khris Middleton
MIL,201603020MIL,2016,25,29,Giannis Antetokounmpo,Jabari Parker,Khris Middleton,Miles Plumlee,O.J. Mayo
MIL,201603020MIL,2016,30,34,Giannis Antetokounmpo,Greg Monroe,Jabari Parker,Khris Middleton,O.J. Mayo
MIL,201603020MIL,2016,35,36,Greg Monroe,Jabari Parker,Jerryd Bayless,Khris Middleton,O.J. Mayo
MIL,201603020MIL,2016,37,40,Giannis Antetokounmpo,Greg Monroe,Jerryd Bayless,O.J. Mayo,Rashad Vaughn
MIL,201603020MIL,2016,41,41,Giannis Antetokounmpo,Greg Monroe,Jerryd Bayless,Khris Middleton,O.J. Mayo
